KODE;NAMA PRODUK;TANGGAL;NO.TRANSAKSI;QTY.MSK;NILAI MSK;QTY.KLR;NILAI KLR;NAMA PRODUK STOK;LOKASI;QTY.STOK;UNIT
B0000030;BETASON N CR 5G;2021-08-08;2.11-210808.1643-024;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-09;2.13-210809.1840-011;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-10;2.11-210810.1830-091;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-10;2.11-210810.1902-104;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-12;2.13-210812.1742-025;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-13;2.11-210813.2029-109;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-15;2.11-210815.1409-001;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-16;7.6-210816.1324-005;0.0;0.0;2.0;14823.11;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-16;2.6-210816.1549-011;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-16;2.11-210816.1852-043;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-16;2.6-210816.1808-035;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-16;2.6-210816.1527-008;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-20;2.11-210820.1917-131;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-21;2.11-210821.1523-047;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-21;2.11-210821.1324-032;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-23;2.11-210823.1108-029;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-24;2.11-210824.1915-151;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-25;1.13-210825.1417-004;12.0;12971.88;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-25;2.11-210825.2006-148;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-25;2.11-210825.2049-167;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-25;2.11-210825.2031-161;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-26;2.9-210826.1026-004;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-26;2.9-210826.1349-020;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-26;2.9-210826.1059-012;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-27;2.6-210827.1804-115;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-29;2.11-210829.1909-063;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-30;1.11-210830.1337-002;12.0;14081.89;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-30;2.11-210830.1859-126;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-08-31;2.11-210831.1447-008;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-01;2.11-210901.0848-003;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-02;2.11-210902.1652-054;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-03;2.11-210903.2018-123;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-03;2.11-210903.1958-137;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-04;2.11-210904.1921-121;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-04;2.11-210904.1141-029;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-04;2.11-210904.1701-088;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-06;1.11-210906.1225-005;6.0;14082.0;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-06;2.11-210906.1619-032;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-07;2.11-210907.1807-046;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-07;2.11-210907.1743-033;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-09;2.11-210909.1637-072;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-09;2.11-210909.2027-119;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-10;2.11-210910.1710-082;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-10;2.11-210910.1738-093;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-11;2.11-210911.1733-110;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-12;2.11-210912.1656-025;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-13;1.11-210913.1525-005;12.0;14081.6;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-14;2.11-210914.0912-010;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-21;2.11-210921.1114-049;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-21;2.13-210921.1859-007;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-24;2.11-210924.1807-114;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-26;2.9-210926.1849-077;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-09-28;2.11-210928.1735-104;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-01;2.11-211001.2019-171;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-02;1.11-211002.1714-008;6.0;14525.59;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-02;2.11-211002.1510-058;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-03;2.11-211003.1909-068;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-05;2.9-211005.1928-038;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-06;2.8-211006.1620-009;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-07;2.13-211007.1912-004;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-09;2.11-211009.1552-087;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-09;2.11-211009.1806-127;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-10;2.11-211010.1557-012;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-10;2.11-211010.1709-040;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-11;2.11-211011.1931-104;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-13;2.11-211013.1039-032;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-16;2.11-211016.1341-048;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-18;1.12-211018.1755-003;12.0;12770.3;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-19;2.11-211019.1808-123;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-19;2.11-211019.1042-055;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-20;2.11-211020.1912-126;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-20;2.11-211020.1701-080;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-22;2.11-211022.1734-105;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-22;2.11-211022.1809-110;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-22;2.11-211022.1121-035;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-22;2.11-211022.1802-108;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-25;1.11-211025.1646-004;6.0;12770.01;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-25;2.11-211025.2053-166;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-26;2.11-211026.1742-138;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-28;2.11-211028.1353-043;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-30;2.11-211030.1854-136;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-10-30;2.11-211030.1033-022;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-01;1.11-211101.1332-003;6.0;12770.17;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-01;2.11-211101.1318-036;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-02;2.11-211102.1650-101;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-02;2.11-211102.1645-098;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-02;2.11-211102.1713-104;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-03;2.11-211103.1015-034;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-06;2.11-211106.1927-147;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-06;2.11-211106.1052-030;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-08;1.11-211108.1811-003;6.0;12770.21;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-08;2.13-211108.1645-037;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-10;1.11-211110.1642-004;6.0;12972.02;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-10;2.11-211110.1713-090;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-10;2.11-211110.1835-096;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-11;2.9-211111.1700-017;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-12;2.11-211112.1850-139;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-14;2.11-211114.1937-071;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-16;2.13-211116.1828-041;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-18;2.11-211118.1237-036;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-19;2.9-211119.1738-050;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-23;2.11-211123.1136-036;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-24;1.12-211124.1138-004;6.0;12972.37;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-24;2.11-211124.1335-039;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-24;2.11-211124.1747-095;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-25;2.11-211125.1544-055;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-25;2.11-211125.1827-089;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-11-27;2.11-211127.1635-108;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-01;1.12-211201.1159-002;5.0;12972.3;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-02;1.11-211202.1711-006;6.0;13281.99;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-02;2.11-211202.1707-105;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-04;2.11-211204.1554-061;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-05;2.11-211205.1844-079;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-06;2.11-211206.1345-075;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-06;2.11-211206.1621-108;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-07;2.11-211207.1849-131;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-07;2.11-211207.1814-125;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-08;2.11-211208.1944-163;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-09;2.11-211209.1414-081;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-10;1.11-211210.1857-007;6.0;13282.08;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-12;2.11-211212.1942-083;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-13;2.11-211213.1922-133;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-13;2.11-211213.1925-135;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-14;2.11-211214.2020-148;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-14;2.11-211214.1538-037;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-14;2.11-211214.1803-100;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-20;1.11-211220.1637-002;6.0;13282.0;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-23;2.11-211223.1821-076;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-24;2.11-211224.1515-086;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-25;2.11-211225.0949-010;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-25;2.9-211225.1416-002;0.0;0.0;2.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-26;2.11-211226.2041-116;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-27;1.13-211227.1638-006;6.0;13281.54;0.0;0.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-27;2.13-211227.1953-075;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-28;2.11-211228.1908-158;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000030;BETASON N CR 5G;2021-12-29;2.11-211229.1031-018;0.0;0.0;1.0;19000.0;BETASON N CR 5G;RAK3;5.0;"TUBE
"
B0000031;BIOGESIC;2021-01-07;2.11-210107.1628-014;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-01-13;1.6-210113.0840-008;25.0;1707.59;0.0;0.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-01-13;2.6-210113.0745-048;0.0;0.0;5.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-01-23;2.11-210123.1451-059;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-01-24;2.11-210124.0436-051;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-01-25;2.11-210125.0354-101;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-02-10;2.11-210210.1113-023;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-02-16;2.11-210216.1740-082;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-02-18;2.11-210218.0841-002;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-02-27;2.11-210227.1739-094;0.0;0.0;4.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-03-07;7.6-210307.1758-004;0.0;0.0;1.0;1707.59;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-03-10;2.11-210310.0942-020;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-04-03;1.11-210403.0828-001;25.0;1707.92;0.0;0.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-04-07;2.12-210407.1951-027;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-04-09;2.11-210409.1923-122;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-04-29;7.6-210429.1156-010;0.0;0.0;2.0;1707.59;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-05-03;2.12-210503.1946-032;0.0;0.0;3.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-05-08;2.11-210508.1924-095;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-05-10;2.11-210510.1229-040;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-05-31;2.11-210531.1050-027;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-06-07;2.11-210607.1751-099;0.0;0.0;3.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-06-20;2.11-210620.1813-067;0.0;0.0;4.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-06-21;2.11-210621.1705-037;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-07-06;2.11-210706.1617-075;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-07-10;2.11-210710.1902-172;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-07-12;2.6-210712.1533-100;0.0;0.0;4.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-07-13;2.11-210713.1102-011;0.0;0.0;3.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-07-21;1.11-210721.2013-009;25.0;1707.57;0.0;0.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-07-22;2.11-210722.1941-067;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-07-24;2.11-210724.1849-160;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-08-15;7.6-210815.1721-001;0.0;0.0;1.0;1707.57;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-09-05;2.11-210905.1737-054;0.0;0.0;4.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-10-01;2.11-211001.1851-122;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-10-13;2.11-211013.1705-083;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-10-20;2.11-211020.1745-098;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-11-10;2.11-211110.1601-062;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-11-16;2.13-211116.1834-044;0.0;0.0;1.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-11-21;2.11-211121.1811-067;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-12-05;2.11-211205.1841-078;0.0;0.0;3.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
B0000031;BIOGESIC;2021-12-21;2.11-211221.2045-112;0.0;0.0;2.0;2500.0;BIOGESIC;ETL1;29.0;"STRIP
"
